Filename,Rating
AF1.jpg,0.0
AF2.jpg,1.0
AF3.jpg,0.0
AF4.jpg,1.0
AF5.jpg,1.0
AF6.jpg,0.0
AF7.jpg,1.0
AF8.jpg,1.0
AF9.jpg,0.0
AF10.jpg,0.0
AF11.jpg,0.0
AF12.jpg,0.0
AF13.jpg,1.0
AF14.jpg,0.0
AF15.jpg,1.0
AF16.jpg,0.0
AF17.jpg,0.0
AF18.jpg,0.0
AF19.jpg,0.0
AF20.jpg,0.0
AF21.jpg,0.0
AF22.jpg,0.0
AF23.jpg,1.0
AF24.jpg,0.0
AF25.jpg,0.0
AM1.jpg,1.0
AM2.jpg,1.0
AM3.jpg,0.0
AM4.jpg,0.0
AM5.jpg,0.0
AM6.jpg,1.0
AM7.jpg,0.0
AM8.jpg,1.0
AM9.jpg,1.0
AM10.jpg,0.0
AM11.jpg,1.0
AM12.jpg,0.0
AM13.jpg,0.0
AM14.jpg,0.0
AM15.jpg,1.0
AM16.jpg,1.0
AM17.jpg,0.0
AM18.jpg,0.0
AM19.jpg,0.0
AM20.jpg,0.0
AM21.jpg,0.0
AM22.jpg,1.0
AM23.jpg,0.0
AM24.jpg,0.0
AM25.jpg,1.0
CF1.jpg,1.0
CF2.jpg,0.0
CF3.jpg,1.0
CF4.jpg,1.0
CF5.jpg,1.0
CF6.jpg,1.0
CF7.jpg,1.0
CF8.jpg,1.0
CF9.jpg,1.0
CF10.jpg,1.0
CF11.jpg,0.0
CF12.jpg,0.0
CF13.jpg,0.0
CF14.jpg,0.0
CF15.jpg,1.0
CF16.jpg,1.0
CF17.jpg,1.0
CF18.jpg,1.0
CF19.jpg,1.0
CF20.jpg,1.0
CF21.jpg,0.0
CF22.jpg,1.0
CF23.jpg,1.0
CF24.jpg,0.0
CF25.jpg,1.0
CM1.jpg,0.0
CM2.jpg,1.0
CM3.jpg,1.0
CM4.jpg,1.0
CM5.jpg,0.0
CM6.jpg,1.0
CM7.jpg,0.0
CM8.jpg,0.0
CM9.jpg,1.0
CM10.jpg,1.0
CM11.jpg,1.0
CM12.jpg,1.0
CM13.jpg,1.0
CM14.jpg,0.0
CM15.jpg,0.0
CM16.jpg,1.0
CM17.jpg,0.0
CM18.jpg,0.0
CM19.jpg,1.0
CM20.jpg,0.0
CM21.jpg,1.0
CM22.jpg,1.0
CM23.jpg,0.0
CM24.jpg,0.0
CM25.jpg,0.0
CM436.jpg,1.0
AM839.jpg,0.0
AF1790.jpg,0.0
AF732.jpg,0.0
CF666.jpg,1.0
CF294.jpg,0.0
CM597.jpg,1.0
AF1724.jpg,0.0
AF1128.jpg,0.0
AM731.jpg,1.0
AM1721.jpg,1.0
CM308.jpg,0.0
CF442.jpg,0.0
AF229.jpg,1.0
CM600.jpg,1.0
AF1627.jpg,1.0
AF577.jpg,0.0
CF426.jpg,0.0
CF190.jpg,1.0
CM106.jpg,0.0
AM1072.jpg,1.0
AM1598.jpg,0.0
CF687.jpg,1.0
AF382.jpg,0.0
AM372.jpg,0.0
AF1412.jpg,1.0
AF1956.jpg,1.0
AM162.jpg,0.0
AF205.jpg,1.0
CM405.jpg,0.0
AM870.jpg,0.0
CF652.jpg,1.0
AM409.jpg,0.0
AM1986.jpg,0.0
AF1035.jpg,1.0
CF615.jpg,1.0
AM344.jpg,0.0
AM838.jpg,0.0
CF253.jpg,0.0
AF266.jpg,1.0
